Date,Site,Month,Block,Treatment,trt_REP,Partition,Sample_REP,Habitat,Total,TOTAL_major_soybean_pests,TOTAL_major_cornsoy_pests,SAWFLY_larva,Tenthredinidae,Formicidae,Collembola,Psocoptera,Psyllidae,Thrips,mite,Aphididae,Aphididae_alates,parasitized_aphids,Anthomyiidae,Rivellia_spp.,Chloropidae,Muscoidea_unknown,Muscidae,Lucilia_spp.,Pollenia_spp.,Musca_autumnalis,Bibionidae_Pentheria_heteroptera,Calliphoridae,Ceratopogonidae,Chaetopsis_D019,D004,Chironomidae,Culicidae,Ephydridae,fly_D013,fly_D014,fly_D016,Kelp_fly,Limoniidae,Lonchopteridae,minute_flies,Mycetophilidae,Phoridae,Sarcophagidae,Sciaridae,Sepsidae,Sphaeroceridae,Stratiomyidae_,Tabanidae,Tephritidae,Tipulidae,Delphinia,Unknown_flies,tiny_maggot,Unknown_hemipteran,Lygus_spp.,Lygus_spp._nymph,Halticus_bractatus,Green_Pentatomidae,Brown_Pentatomid,Helcostethus,unknown_Pentatomidae,Neottiglossa_,Pentatomidae_nymph,potato_leafhopper,Threecornered_hopper,Lygaeidae,Lygaeus,Neurocolpus_nubilus,Miridae,Mirid_nymph,Adelphocoris_rapidus,Trigonalus_spp.,Adelphocoris_lineolatus,Orthops,Black_Miridae,Mirid_,Mirid_H007,H013,Pachygrothidae_,Black_miridae_Capsis,Predatory_mirid_H016,H019,fuzzy_nymph,Alydidae,Acanalonidae,Chinch_bug,Cicadellidae,Cercopidae,Delphacidae,Derbidae,Dictyopharidae,Bruchomorpha_spp,Campylenchia,Micrutalis,Piesmatidae,Rhopalidae,H003_Saldidae_Salda,H015_Burrowing_bug_Cynidae,Scutelleridae,Thyreocoridae,Tingidae,unknown_Hemi,inchworm,black_cutworm,caterpillar,green_cloverworm,spiky_caterpillar,parasitized_caterpillar,unknown_caterpillar,Alfalfa_caterpillar_L01,Corn_earworm_Helicoverpa_zea,Green_cloverworm,Soybean_looper_L02,Velvetbean_caterpillar,Pyraloidea,Lycaenidae,micro_lep,_moth,Coleophoridae_casebearing_moth,tiny_maggot,Unknown_Coleopteran,weevil_C002,Epitrix,C044,C020,Chaetocnema,Asphaera,C028_LRG_flea_beetle,unknown_flea_beetle,C038_reddish_weevil,Systena_hudsonias,Systena_frontalis,tiny_flea_beetle,Phyllotreta,C045,C041_Striped_cucumber_beetle,weevil_C010,Grape_colaspis,Click_beetle,BLB,SCR,NCR,Striped_cucumber_beetle_C031,Dectes_stem_borer_C029,Large_weevil_C025,Unknown_Curculionid,C001,C003,C004,C005,C007,C008,C010_5,C011_minute_fungus_beetle,Ceutorhynchini,C016,C017,C019,C023,C026,C030,C035_Curculionid,Languridae,C034_unknown_beetle,Anthicidae,Cryptocephalinae,Meloidae,Nitidulidae,Scarabaeidae,Mordellidae,tortoise_beetle,Leptinotarsa_peninsularis,Ephemeroptera,Conocephalinae,Conocephalini,Copiphorini,Cyrtacanthacridinae,Gomphocerinae,redlegged_GH,differential_GH,Migratory_GH,Twostriped_GH,Mole_cricket_tridactylidae,Oecanthinae,Oedipodinae,Phaneropterinae,Tetrigidae,Nemobiinae,millipede,unknown_insect
6_1_2009,IW1B3,2,2,2,3,1,3,1,21,16,0,0,,,,,,,,,,,1,3,1,,,,,,0,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,5,0,0,,,,,,3,,,,,,,,,2,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,0,,0,,,,,1,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_1_2009,IW1M1,2,2,2,3,2,1,1,15,9,1,0,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,1,,,,,,,,,0,,,,,,,,0,0,0,,,,,,1,3,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,1,,,,0,0,,,,,1,,,,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,
6_1_2009,IW1M2,2,2,2,3,2,2,1,28,15,0,0,,,,,,,,,,,1,,1,,,,1,,0,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,2,0,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,11,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
6_1_2009,IW1M3,2,2,2,3,2,3,1,37,18,0,0,,1,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,3,1,,,,,,1,,,,,,,,3,0,0,,,,,,2,,,7,,,1,,1,,,,,,1,,,,,,,,,,1,1,,,,,,4,,,,,,,,,0,,0,,,,,,,,,,,,1,0,,,,0,0,,,,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,5,,,,,
6_1_2009,IW1S1,2,2,2,3,0,1,2,8,4,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,0,,,,,,,,,1,,,,0,,1,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,
6_1_2009,IW1S2,2,2,2,3,0,2,2,13,2,0,0,,,,5,,,,,,,,,,,,,,,0,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
6_1_2009,IW1S3,2,2,2,3,0,3,2,6,2,0,0,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,
6_1_2009,IW1T1,2,2,2,3,3,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_1_2009,IW1T2,2,2,2,3,3,2,1,16,7,0,0,,5,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,1,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,2,0,,,,,3,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_1_2009,IW1T3,2,2,2,3,3,3,1,26,18,0,0,,2,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,3,0,0,,,,,,1,3,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,0,,0,,,,,,,,,,,,,0,,,,1,0,,,,,9,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
6_1_2009,IW2B1,2,2,1,2,1,1,1,44,15,0,0,,,,,,,,,,,1,2,14,,,,,,0,,,,,,,,,,,,,,1,,,1,,1,,0,,,,,,,,6,0,1,1,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,2,,,,,,,,,0,,0,,,,1,,,,,,,,,0,,,,0,0,,,,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
6_1_2009,IW2B2,2,2,1,2,1,2,1,36,24,0,0,,,,,,,,,,,,5,,,,,,,0,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,8,0,0,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,1,0,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
6_1_2009,IW2B3,2,2,1,2,1,3,1,41,16,1,0,,,,,,,,,,,1,1,,,,,,,0,,,,,,,,,,,,,,7,,,,,,,0,,,,,,,,4,1,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,3,6,1,,,,,3,,,,,,,,,0,,0,,,,,,,,1,,,,1,0,,,,3,0,,,,,4,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
6_1_2009,IW2S1,2,2,1,2,0,1,2,5,2,0,0,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,2,,,,,,,0,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_1_2009,IW2S2,2,2,1,2,0,2,2,15,8,0,0,,,,,,,,,,1,,,,,,,,,0,,,,,,,,,,,1,,,,1,,,,1,,0,,,,,,,,1,0,0,,,,,,,5,,,1,,,,,,1,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_1_2009,IW2S3,2,2,1,2,0,3,2,3,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
6_1_2009,IW3S1,2,2,4,2,0,1,2,6,1,0,0,,,,,,,,,,,2,,,,,,,,0,,,,,,,,,,,,,,3,,,,,,,0,,,,,,,,0,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_1_2009,IW3S2,2,2,4,2,0,2,2,6,0,0,0,,,,,,,,,,,3,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
6_1_2009,IW3S3,2,2,4,2,0,3,2,9,3,0,0,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,5,,,,,,,0,,,,,,,,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_1_2009,OW1B1,2,3,1,3,1,1,1,29,11,0,1,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,3,,,,,,,0,,,,,,,3,4,2,0,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,7,,1,,,,,1,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,1,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_1_2009,OW1B2,2,3,1,3,1,2,1,9,4,0,0,,,,,,,,,,,,,,1,,,,,0,,,,,,1,,,,,,,,2,,,,,,,0,,,,,,,,3,0,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_1_2009,OW1B3,2,3,1,3,1,3,1,23,7,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,7,,,,,,,0,,,,,,,,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,2,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
6_1_2009,OW1S1,2,3,1,3,0,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_1_2009,OW1S2,2,3,1,3,0,2,2,6,1,0,0,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,3,,,,,,,0,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_1_2009,OW1S3,2,3,1,3,0,3,2,8,1,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,4,,,,,,,0,,,,,,,,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_1_2009,OW2B1,2,3,3,3,1,1,1,15,3,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,2,,,,,,,,6,,,,,,,0,,,,,,,,1,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_1_2009,OW2B2,2,3,3,3,1,2,1,32,13,0,0,,,,,,,,,,,1,,1,,,,,,0,,,,,,,,,,,,,,7,,,,,,,0,,,,,,,,5,1,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,4,,,,,,,2,1,,,,,
6_1_2009,OW2B3,2,3,3,3,1,3,1,8,1,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,1,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,
6_1_2009,OW2M1,2,3,3,3,2,1,1,31,6,0,0,,,,,,,,,,,,1,2,,,,,,0,,,,,,,,,,,,,,8,,,2,,,,0,,,,,,,,0,1,0,,,,,,1,1,,,,,,,,,,2,,,,,,,,,,,,,7,,,,,,,,,,,,,1,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,1,,,1,,
6_1_2009,OW2M2,2,3,3,3,2,2,1,45,10,0,0,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,1,,14,,,1,,,,0,,,,,,,,1,0,0,,,,,,,,,,,,,,,,2,1,,,,,,1,,,,,,,6,1,,,,,,2,,,,,,1,,,0,,0,,,,,,,,,,,,,0,,,,2,0,,,,,2,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,3,,,,,
6_1_2009,OW2M3,2,3,3,3,2,3,1,86,47,0,0,,,,,,,,,,,1,8,,,,,,1,0,2,,,,,,,,,,,,,21,,,1,,1,,0,,,,,,,,2,0,0,,,,,,1,1,,,,,,,,,1,34,,,,,,,,,,,,,1,,,,,,,,,,,,,5,,,0,,0,,,,,,,,,,,,1,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,1,,,,,,
6_1_2009,OW2T1,2,3,3,3,3,1,1,18,3,0,0,,,,,,,,,,,1,,,,,,1,,0,,,,,,,,,,,,,,5,,,,,,,0,,,,,,,,0,2,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,
6_1_2009,OW2T2,2,3,3,3,3,2,1,9,3,0,0,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,2,,,,,,,0,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
6_1_2009,OW2T3,2,3,3,3,3,3,1,11,2,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,6,,,,,,,0,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
6_1_2009,OW2S1,2,3,3,3,0,1,2,9,4,1,0,,1,,,,,,,,,2,,,,,,,,0,,,,,,,,,,,,,,2,,,,,,,0,,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_1_2009,OW2S2,2,3,3,3,0,2,2,8,3,0,0,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,1,,,1,,,,1,,1,0,,,,,,,,0,0,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
6_1_2009,OW2S3,2,3,3,3,0,3,2,3,1,0,0,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,1,,,,1,,,0,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_1_2009,OW3S1,2,3,4,3,0,1,2,6,1,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,5,,,,,,,0,,,,,,,,0,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6_1_2009,OW3S2,2,3,4,3,0,2,2,7,3,0,0,,,,,,,,,,,,2,,,,,,,0,,,,,,,,,,,1,,,1,,,,,,,0,,,,,,,,0,0,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
6_1_2009,OW3S3,2,3,4,3,0,3,2,1,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW1B1,3,1,1,1,1,1,1,11,5,0,0,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,,,,,,,1,,,,,,1,0,,,,,,,,2,0,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,
7_1_2009,BW1B2,3,1,1,1,1,2,1,14,8,0,0,,,,,1,,,,,,,1,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
7_1_2009,BW1B3,3,1,1,1,1,3,1,9,3,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,4,,,,,,,0,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
7_1_2009,BW1S1,3,1,1,1,0,1,2,18,6,0,0,,,,,,,,,,,2,2,,,,,,,0,,,,,,1,,,,,,,,5,,,,,,,0,,,,,,,,0,0,0,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,1,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
7_1_2009,BW1S2,3,1,1,1,0,2,2,14,9,0,0,,,,,,,,,,,,3,,,,,,,0,,,,,,,,,,,,1,,3,,,,,,,0,,,,,,,,0,0,1,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW1S3,3,1,1,1,0,3,2,5,1,0,0,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,1,,1,0,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW2B1,3,1,2,1,1,1,1,14,5,0,0,,,,,,,,,,,,,2,,,,,,0,,,,,,,,,,,,,,2,,,,,,,0,,,,,,,,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,1,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
7_1_2009,BW2B2,3,1,2,1,1,2,1,20,17,0,0,,,,,,,,,,,,2,,,,,,,0,,,,,,,,,,,,,,2,,,,1,,,0,,,,,,,,9,1,0,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
7_1_2009,BW2B3,3,1,2,1,1,3,1,13,6,0,0,,,,,,,,,,,,,3,,,,,,0,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,0,3,0,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,
7_1_2009,BW2M1,3,1,2,1,2,1,1,34,25,0,0,,,,,,,,8,1,,,,2,,1,,,,0,,,,,,,,,,,,,,2,,,,,,,0,,1,,,,,,4,1,3,,,,,,,,,,,,,,1,,6,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
7_1_2009,BW2M2,3,1,2,1,2,2,1,9,5,0,0,,,,,,,,,,,,1,1,,,,,,0,,,,,,,,,,,,,,3,,,,,,,0,,,,,,,,3,0,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7_1_2009,BW2M3,3,1,2,1,2,3,1,19,8,0,0,,1,,,,,,1,,,1,,1,,,,,,0,,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,1,0,0,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,0,,0,,,,,,,,,,,,,0,,,,2,0,,,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,
